date,city,city_id,pop,Índice
2020-03-05,AMERICANA,3501608,242018,0.351485768
2020-03-05,AMPARO,3501905,72677,0.414917166
2020-03-05,ARAÇATUBA,3502804,198129,0.314153212
2020-03-05,ARARAQUARA,3503208,238339,0.315695086
2020-03-05,ARARAS,3503307,135506,0.368553635
2020-03-05,ARUJÁ,3503901,91157,0.3598234
2020-03-05,ASSIS,3504008,105087,0.36067956
2020-03-05,ATIBAIA,3504107,144088,0.355162074
2020-03-05,AVARÉ,3504503,91232,0.378531718
2020-03-05,BARRETOS,3505500,122833,0.410766903
2020-03-05,BARUERI,3505708,276982,0.277127791
2020-03-05,BAURU,3506003,379297,0.296194324
2020-03-05,BEBEDOURO,3506102,77555,0.482081911
2020-03-05,BIRIGUI,3506508,124883,0.399657727
2020-03-05,BOTUCATU,3507506,148130,0.345752242
2020-03-05,BRAGANÇA PAULISTA,3507605,170533,0.32749771
2020-03-05,CAÇAPAVA,3508504,95018,0.444407259
2020-03-05,CAIEIRAS,3509007,102775,0.336902564
2020-03-05,CAJAMAR,3509205,77934,0.405778024
2020-03-05,CAMPINAS,3509502,1213792,0.297925319
2020-03-05,CAMPO LIMPO PAULISTA,3509601,85541,0.36911298
2020-03-05,CARAGUATATUBA,3510500,123389,0.436170576
2020-03-05,CARAPICUÍBA,3510609,403183,0.309627663
2020-03-05,CATANDUVA,3511102,122497,0.334852646
2020-03-05,COTIA,3513009,253608,0.353689783
2020-03-05,CRUZEIRO,3513405,82571,0.507731336
2020-03-05,CUBATÃO,3513504,131626,0.368073659
2020-03-05,DIADEMA,3513801,426757,0.337633796
2020-03-05,EMBU DAS ARTES,3515004,276535,0.354260958
2020-03-05,ESTADO DE SÃO PAULO,35,46289333,0.3
2020-03-05,FERRAZ DE VASCONCELOS,3515707,196500,0.349568057
2020-03-05,FRANCA,3516200,355901,0.336184211
2020-03-05,FRANCISCO MORATO,3516309,177633,0.336755739
2020-03-05,FRANCO DA ROCHA,3516408,156492,0.365254821
2020-03-05,GUARATINGUETÁ,3518404,122505,0.408709253
2020-03-05,GUARUJÁ,3518701,322750,0.383428543
2020-03-05,GUARULHOS,3518800,1392121,0.325140145
2020-03-05,HORTOLÂNDIA,3519071,234259,0.361627216
2020-03-05,IBIÚNA,3519709,79479,0.480106583
2020-03-05,INDAIATUBA,3520509,256223,0.351416323
2020-03-05,ITANHAÉM,3522109,103102,0.464133343
2020-03-05,ITAPECERICA DA SERRA,3522208,177662,0.394257093
2020-03-05,ITAPETININGA,3522307,165526,0.38403452
2020-03-05,ITAPEVA,3522406,94804,0.381865841
2020-03-05,ITAPEVI,3522505,240961,0.347064394
2020-03-05,ITAPIRA,3522604,75234,0.416872482
2020-03-05,ITAQUAQUECETUBA,3523107,375011,0.391681068
2020-03-05,ITATIBA,3523404,122581,0.33712557
2020-03-05,ITU,3523909,175568,0.348903832
2020-03-05,JABOTICABAL,3524303,77652,0.372506844
2020-03-05,JACAREÍ,3524402,235416,0.370065879
2020-03-05,JANDIRA,3525003,126356,0.324839629
2020-03-05,JAÚ,3525300,151881,0.368592206
2020-03-05,JUNDIAÍ,3525904,423006,0.28732997
2020-03-05,LEME,3526704,104346,0.449519658
2020-03-05,LIMEIRA,3526902,308482,0.311225738
2020-03-05,LINS,3527108,78503,0.368419066
2020-03-05,LORENA,3527207,89125,0.494092288
2020-03-05,MAIRIPORÃ,3528502,101937,0.412590159
2020-03-05,MARÍLIA,3529005,240590,0.317415579
2020-03-05,MATÃO,3529302,83626,0.372692863
2020-03-05,MAUÁ,3529401,477552,0.328147807
2020-03-05,MOGI DAS CRUZES,3530607,450785,0.339202634
2020-03-05,MOGI GUAÇU,3530706,153033,0.39523306
2020-03-05,MOGI MIRIM,3530805,93650,0.396672905
2020-03-05,OSASCO,3534401,699944,0.293827948
2020-03-05,OURINHOS,3534708,114352,0.340425532
2020-03-05,PAULÍNIA,3536505,112003,0.342033017
2020-03-05,PINDAMONHANGABA,3538006,170132,0.433124972
2020-03-05,PIRACICABA,3538709,407252,0.306925055
2020-03-05,PIRASSUNUNGA,3539301,76877,0.448012947
2020-03-05,POÁ,3539806,118349,0.367214411
2020-03-05,PRAIA GRANDE,3541000,330845,0.369551282
2020-03-05,PRESIDENTE PRUDENTE,3541406,230371,0.298009252
2020-03-05,RIBEIRÃO PIRES,3543303,124159,0.391267008
2020-03-05,RIBEIRÃO PRETO,3543402,711825,0.290015653
2020-03-05,RIO CLARO,3543907,208008,0.363284425
2020-03-05,SALTO,3545209,119736,0.351778982
2020-03-05,SANTA BÁRBARA D'OESTE,3545803,194390,0.324892001
2020-03-05,SANTANA DE PARNAÍBA,3547304,142301,0.333781133
2020-03-05,SANTO ANDRÉ,3547809,721368,0.284724076
2020-03-05,SANTOS,3548500,433656,0.292272673
2020-03-05,SÃO BERNARDO DO CAMPO,3548708,844483,0.30278864
2020-03-05,SÃO CAETANO DO SUL,3548807,161957,0.278839089
2020-03-05,SÃO CARLOS,3548906,254484,0.353330555
2020-03-05,SÃO JOÃO DA BOA VISTA,3549102,91771,0.417377968
2020-03-05,SÃO JOSÉ DO RIO PRETO,3549805,464983,0.295963655
2020-03-05,SÃO JOSÉ DOS CAMPOS,3549904,729737,0.339699683
2020-03-05,SÃO PAULO,3550308,12325232,0.277438284
2020-03-05,SÃO ROQUE,3550605,92060,0.394281122
2020-03-05,SÃO SEBASTIÃO,3550704,90328,0.520003658
2020-03-05,SÃO VICENTE,3551009,368355,0.379703209
2020-03-05,SERTÃOZINHO,3551702,127142,0.407625869
2020-03-05,SOROCABA,3552205,687357,0.311893192
2020-03-05,SUMARÉ,3552403,286211,0.331535702
2020-03-05,SUZANO,3552502,300559,0.370103389
2020-03-05,TABOÃO DA SERRA,3552809,293652,0.310580558
2020-03-05,TATUÍ,3554003,122967,0.378772811
2020-03-05,TAUBATÉ,3554102,317915,0.374501842
2020-03-05,UBATUBA,3555406,91824,0.49306961
2020-03-05,VALINHOS,3556206,131210,0.31685457
2020-03-05,VÁRZEA PAULISTA,3556503,123071,0.324536711
2020-03-05,VINHEDO,3556701,80111,0.351728913
2020-03-05,VOTORANTIM,3557006,123599,0.360728391
2020-03-05,VOTUPORANGA,3557105,95338,0.452981335
2020-03-06,AMERICANA,3501608,242018,0.339432423
2020-03-06,AMPARO,3501905,72677,0.395428065
2020-03-06,ARAÇATUBA,3502804,198129,0.301471692
2020-03-06,ARARAQUARA,3503208,238339,0.295380638
2020-03-06,ARARAS,3503307,135506,0.353395376
2020-03-06,ARUJÁ,3503901,91157,0.344803854
2020-03-06,ASSIS,3504008,105087,0.339301462
2020-03-06,ATIBAIA,3504107,144088,0.333877107
2020-03-06,AVARÉ,3504503,91232,0.353450368
2020-03-06,BARRETOS,3505500,122833,0.39299795
2020-03-06,BARUERI,3505708,276982,0.269426224
2020-03-06,BAURU,3506003,379297,0.279496731
2020-03-06,BEBEDOURO,3506102,77555,0.461775148
2020-03-06,BIRIGUI,3506508,124883,0.38078976
2020-03-06,BOTUCATU,3507506,148130,0.32030911
2020-03-06,BRAGANÇA PAULISTA,3507605,170533,0.308247682
2020-03-06,CAÇAPAVA,3508504,95018,0.420576978
2020-03-06,CAIEIRAS,3509007,102775,0.319363877
2020-03-06,CAJAMAR,3509205,77934,0.385141548
2020-03-06,CAMPINAS,3509502,1213792,0.287808748
2020-03-06,CAMPO LIMPO PAULISTA,3509601,85541,0.354345106
2020-03-06,CARAGUATATUBA,3510500,123389,0.402962459
2020-03-06,CARAPICUÍBA,3510609,403183,0.298056288
2020-03-06,CATANDUVA,3511102,122497,0.318194277
2020-03-06,COTIA,3513009,253608,0.341054956
2020-03-06,CRUZEIRO,3513405,82571,0.485133388
2020-03-06,CUBATÃO,3513504,131626,0.33816922
2020-03-06,DIADEMA,3513801,426757,0.330439468
2020-03-06,EMBU DAS ARTES,3515004,276535,0.34092447
2020-03-06,ESTADO DE SÃO PAULO,35,46289333,0.29
2020-03-06,FERRAZ DE VASCONCELOS,3515707,196500,0.33349778
2020-03-06,FRANCA,3516200,355901,0.313750263
2020-03-06,FRANCISCO MORATO,3516309,177633,0.327847326
2020-03-06,FRANCO DA ROCHA,3516408,156492,0.336447676
2020-03-06,GUARATINGUETÁ,3518404,122505,0.384241664
2020-03-06,GUARUJÁ,3518701,322750,0.361975406
2020-03-06,GUARULHOS,3518800,1392121,0.309606564
2020-03-06,HORTOLÂNDIA,3519071,234259,0.356206186
2020-03-06,IBIÚNA,3519709,79479,0.457606666
2020-03-06,INDAIATUBA,3520509,256223,0.345112782
2020-03-06,ITANHAÉM,3522109,103102,0.421013047
2020-03-06,ITAPECERICA DA SERRA,3522208,177662,0.37880743
2020-03-06,ITAPETININGA,3522307,165526,0.358461909
2020-03-06,ITAPEVA,3522406,94804,0.360137496
2020-03-06,ITAPEVI,3522505,240961,0.333845076
2020-03-06,ITAPIRA,3522604,75234,0.392199417
2020-03-06,ITAQUAQUECETUBA,3523107,375011,0.37275398
2020-03-06,ITATIBA,3523404,122581,0.319962783
2020-03-06,ITU,3523909,175568,0.328749407
2020-03-06,JABOTICABAL,3524303,77652,0.350913234
2020-03-06,JACAREÍ,3524402,235416,0.353002802
2020-03-06,JANDIRA,3525003,126356,0.318253002
2020-03-06,JAÚ,3525300,151881,0.336148978
2020-03-06,JUNDIAÍ,3525904,423006,0.274187396
2020-03-06,LEME,3526704,104346,0.437887789
2020-03-06,LIMEIRA,3526902,308482,0.298332537
2020-03-06,LINS,3527108,78503,0.307280821
2020-03-06,LORENA,3527207,89125,0.483556255
2020-03-06,MAIRIPORÃ,3528502,101937,0.391249703
2020-03-06,MARÍLIA,3529005,240590,0.291180916
2020-03-06,MATÃO,3529302,83626,0.344667347
2020-03-06,MAUÁ,3529401,477552,0.312256737
2020-03-06,MOGI DAS CRUZES,3530607,450785,0.316812934
2020-03-06,MOGI GUAÇU,3530706,153033,0.379197004
2020-03-06,MOGI MIRIM,3530805,93650,0.384144879
2020-03-06,OSASCO,3534401,699944,0.283330226
2020-03-06,OURINHOS,3534708,114352,0.317614152
2020-03-06,PAULÍNIA,3536505,112003,0.336185864
2020-03-06,PINDAMONHANGABA,3538006,170132,0.415463477
2020-03-06,PIRACICABA,3538709,407252,0.299169276
2020-03-06,PIRASSUNUNGA,3539301,76877,0.431803674
2020-03-06,POÁ,3539806,118349,0.357824376
2020-03-06,PRAIA GRANDE,3541000,330845,0.337507651
2020-03-06,PRESIDENTE PRUDENTE,3541406,230371,0.275764376
2020-03-06,RIBEIRÃO PIRES,3543303,124159,0.375921376
2020-03-06,RIBEIRÃO PRETO,3543402,711825,0.278668668
2020-03-06,RIO CLARO,3543907,208008,0.346517385
2020-03-06,SALTO,3545209,119736,0.338370426
2020-03-06,SANTA BÁRBARA D'OESTE,3545803,194390,0.317394317
2020-03-06,SANTANA DE PARNAÍBA,3547304,142301,0.333319482
2020-03-06,SANTO ANDRÉ,3547809,721368,0.27450571
2020-03-06,SANTOS,3548500,433656,0.276382563
2020-03-06,SÃO BERNARDO DO CAMPO,3548708,844483,0.292169412
2020-03-06,SÃO CAETANO DO SUL,3548807,161957,0.268866545
2020-03-06,SÃO CARLOS,3548906,254484,0.334422321
2020-03-06,SÃO JOÃO DA BOA VISTA,3549102,91771,0.391418508
2020-03-06,SÃO JOSÉ DO RIO PRETO,3549805,464983,0.282855257
2020-03-06,SÃO JOSÉ DOS CAMPOS,3549904,729737,0.327224571
2020-03-06,SÃO PAULO,3550308,12325232,0.269441289
2020-03-06,SÃO ROQUE,3550605,92060,0.37504031
2020-03-06,SÃO SEBASTIÃO,3550704,90328,0.456769311
2020-03-06,SÃO VICENTE,3551009,368355,0.356531582
2020-03-06,SERTÃOZINHO,3551702,127142,0.388284776
2020-03-06,SOROCABA,3552205,687357,0.290820428
2020-03-06,SUMARÉ,3552403,286211,0.319889693
2020-03-06,SUZANO,3552502,300559,0.351921297
2020-03-06,TABOÃO DA SERRA,3552809,293652,0.296804341
2020-03-06,TATUÍ,3554003,122967,0.344540393
2020-03-06,TAUBATÉ,3554102,317915,0.356094274
2020-03-06,UBATUBA,3555406,91824,0.466056465
2020-03-06,VALINHOS,3556206,131210,0.317143082
2020-03-06,VÁRZEA PAULISTA,3556503,123071,0.307761228
2020-03-06,VINHEDO,3556701,80111,0.346980472
2020-03-06,VOTORANTIM,3557006,123599,0.34407164
2020-03-06,VOTUPORANGA,3557105,95338,0.409419589
2020-03-12,AMERICANA,3501608,242018,0.312684923
2020-03-12,AMPARO,3501905,72677,0.376831669
2020-03-12,ARAÇATUBA,3502804,198129,0.285418558
2020-03-12,ARARAQUARA,3503208,238339,0.279332878
2020-03-12,ARARAS,3503307,135506,0.338879327
2020-03-12,ARUJÁ,3503901,91157,0.305916306
2020-03-12,ASSIS,3504008,105087,0.312950341
2020-03-12,ATIBAIA,3504107,144088,0.326231908
2020-03-12,AVARÉ,3504503,91232,0.344146202
2020-03-12,BARRETOS,3505500,122833,0.35858713
2020-03-12,BARUERI,3505708,276982,0.251568373
2020-03-12,BAURU,3506003,379297,0.265633479
2020-03-12,BEBEDOURO,3506102,77555,0.412970136
2020-03-12,BIRIGUI,3506508,124883,0.366062312
2020-03-12,BOTUCATU,3507506,148130,0.306401683
2020-03-12,BRAGANÇA PAULISTA,3507605,170533,0.293189828
2020-03-12,CAÇAPAVA,3508504,95018,0.408258408
2020-03-12,CAIEIRAS,3509007,102775,0.308797497
2020-03-12,CAJAMAR,3509205,77934,0.379035966
2020-03-12,CAMPINAS,3509502,1213792,0.267444346
2020-03-12,CAMPO LIMPO PAULISTA,3509601,85541,0.336689038
2020-03-12,CARAGUATATUBA,3510500,123389,0.381892721
2020-03-12,CARAPICUÍBA,3510609,403183,0.284812429
2020-03-12,CATANDUVA,3511102,122497,0.290984792
2020-03-12,COTIA,3513009,253608,0.331867058
2020-03-12,CRUZEIRO,3513405,82571,0.451728395
2020-03-12,CUBATÃO,3513504,131626,0.288239979
2020-03-12,DIADEMA,3513801,426757,0.307226408
2020-03-12,EMBU DAS ARTES,3515004,276535,0.324574811
2020-03-12,ESTADO DE SÃO PAULO,35,46289333,0.28
2020-03-12,FERRAZ DE VASCONCELOS,3515707,196500,0.321283113
2020-03-12,FRANCA,3516200,355901,0.279078724
2020-03-12,FRANCISCO MORATO,3516309,177633,0.319238321
2020-03-12,FRANCO DA ROCHA,3516408,156492,0.320798692
2020-03-12,GUARATINGUETÁ,3518404,122505,0.36761244
2020-03-12,GUARUJÁ,3518701,322750,0.345840691
2020-03-12,GUARULHOS,3518800,1392121,0.29294641
2020-03-12,HORTOLÂNDIA,3519071,234259,0.323818135
2020-03-12,IBIÚNA,3519709,79479,0.444672672
2020-03-12,INDAIATUBA,3520509,256223,0.324472212
2020-03-12,ITANHAÉM,3522109,103102,0.413159234
2020-03-12,ITAPECERICA DA SERRA,3522208,177662,0.361935303
2020-03-12,ITAPETININGA,3522307,165526,0.341998643
2020-03-12,ITAPEVA,3522406,94804,0.3553517
2020-03-12,ITAPEVI,3522505,240961,0.32265343
2020-03-12,ITAPIRA,3522604,75234,0.375721393
2020-03-12,ITAQUAQUECETUBA,3523107,375011,0.356444946
2020-03-12,ITATIBA,3523404,122581,0.304992081
2020-03-12,ITU,3523909,175568,0.312221231
2020-03-12,JABOTICABAL,3524303,77652,0.330916542
2020-03-12,JACAREÍ,3524402,235416,0.322834646
2020-03-12,JANDIRA,3525003,126356,0.297035241
2020-03-12,JAÚ,3525300,151881,0.329275481
2020-03-12,JUNDIAÍ,3525904,423006,0.266326427
2020-03-12,LEME,3526704,104346,0.416425976
2020-03-12,LIMEIRA,3526902,308482,0.273225415
2020-03-12,LINS,3527108,78503,0.331737373
2020-03-12,LORENA,3527207,89125,0.461111571
2020-03-12,MAIRIPORÃ,3528502,101937,0.374942731
2020-03-12,MARÍLIA,3529005,240590,0.281031497
2020-03-12,MATÃO,3529302,83626,0.328459803
2020-03-12,MAUÁ,3529401,477552,0.297629522
2020-03-12,MOGI DAS CRUZES,3530607,450785,0.314471184
2020-03-12,MOGI GUAÇU,3530706,153033,0.345553735
2020-03-12,MOGI MIRIM,3530805,93650,0.365620101
2020-03-12,OSASCO,3534401,699944,0.266595158
2020-03-12,OURINHOS,3534708,114352,0.302379354
2020-03-12,PAULÍNIA,3536505,112003,0.307988414
2020-03-12,PINDAMONHANGABA,3538006,170132,0.391370377
2020-03-12,PIRACICABA,3538709,407252,0.285582755
2020-03-12,PIRASSUNUNGA,3539301,76877,0.414563215
2020-03-12,POÁ,3539806,118349,0.325581395
2020-03-12,PRAIA GRANDE,3541000,330845,0.332000729
2020-03-12,PRESIDENTE PRUDENTE,3541406,230371,0.262768468
2020-03-12,RIBEIRÃO PIRES,3543303,124159,0.35992715
2020-03-12,RIBEIRÃO PRETO,3543402,711825,0.256540608
2020-03-12,RIO CLARO,3543907,208008,0.33013606
2020-03-12,SALTO,3545209,119736,0.32630118
2020-03-12,SANTA BÁRBARA D'OESTE,3545803,194390,0.298225993
2020-03-12,SANTANA DE PARNAÍBA,3547304,142301,0.31703406
2020-03-12,SANTO ANDRÉ,3547809,721368,0.25891131
2020-03-12,SANTOS,3548500,433656,0.263545327
2020-03-12,SÃO BERNARDO DO CAMPO,3548708,844483,0.271877819
2020-03-12,SÃO CAETANO DO SUL,3548807,161957,0.255349399
2020-03-12,SÃO CARLOS,3548906,254484,0.314301242
2020-03-12,SÃO JOÃO DA BOA VISTA,3549102,91771,0.365870215
2020-03-12,SÃO JOSÉ DO RIO PRETO,3549805,464983,0.257417794
2020-03-12,SÃO JOSÉ DOS CAMPOS,3549904,729737,0.305082832
2020-03-12,SÃO PAULO,3550308,12325232,0.254886651
2020-03-12,SÃO ROQUE,3550605,92060,0.356125131
2020-03-12,SÃO SEBASTIÃO,3550704,90328,0.441706266
2020-03-12,SÃO VICENTE,3551009,368355,0.348047629
2020-03-12,SERTÃOZINHO,3551702,127142,0.351703101
2020-03-12,SOROCABA,3552205,687357,0.275843499
2020-03-12,SUMARÉ,3552403,286211,0.299020629
2020-03-12,SUZANO,3552502,300559,0.338559546
2020-03-12,TABOÃO DA SERRA,3552809,293652,0.284489828
2020-03-12,TATUÍ,3554003,122967,0.339317496
2020-03-12,TAUBATÉ,3554102,317915,0.332880331
2020-03-12,UBATUBA,3555406,91824,0.446968342
2020-03-12,VALINHOS,3556206,131210,0.289189744
2020-03-12,VÁRZEA PAULISTA,3556503,123071,0.302901436
2020-03-12,VINHEDO,3556701,80111,0.337362276
2020-03-12,VOTORANTIM,3557006,123599,0.321222256
2020-03-12,VOTUPORANGA,3557105,95338,0.41472558
2020-03-13,AMERICANA,3501608,242018,0.339285177
2020-03-13,AMPARO,3501905,72677,0.398041514
2020-03-13,ARAÇATUBA,3502804,198129,0.305073605
2020-03-13,ARARAQUARA,3503208,238339,0.299840726
2020-03-13,ARARAS,3503307,135506,0.364758391
2020-03-13,ARUJÁ,3503901,91157,0.353442158
2020-03-13,ASSIS,3504008,105087,0.337082375
2020-03-13,ATIBAIA,3504107,144088,0.34530601
2020-03-13,AVARÉ,3504503,91232,0.366612472
2020-03-13,BARRETOS,3505500,122833,0.3910966
2020-03-13,BARUERI,3505708,276982,0.275002903
2020-03-13,BAURU,3506003,379297,0.284606594
2020-03-13,BEBEDOURO,3506102,77555,0.467772968
2020-03-13,BIRIGUI,3506508,124883,0.39102003
2020-03-13,BOTUCATU,3507506,148130,0.337624829
2020-03-13,BRAGANÇA PAULISTA,3507605,170533,0.314145383
2020-03-13,CAÇAPAVA,3508504,95018,0.432207884
2020-03-13,CAIEIRAS,3509007,102775,0.332712355
2020-03-13,CAJAMAR,3509205,77934,0.40536251
2020-03-13,CAMPINAS,3509502,1213792,0.298937124
2020-03-13,CAMPO LIMPO PAULISTA,3509601,85541,0.357034722
2020-03-13,CARAGUATATUBA,3510500,123389,0.408210968
2020-03-13,CARAPICUÍBA,3510609,403183,0.31043336
2020-03-13,CATANDUVA,3511102,122497,0.323508307
2020-03-13,COTIA,3513009,253608,0.35754849
2020-03-13,CRUZEIRO,3513405,82571,0.490118577
2020-03-13,CUBATÃO,3513504,131626,0.326826519
2020-03-13,DIADEMA,3513801,426757,0.340375587
2020-03-13,EMBU DAS ARTES,3515004,276535,0.34724639
2020-03-13,ESTADO DE SÃO PAULO,35,46289333,0.3
2020-03-13,FERRAZ DE VASCONCELOS,3515707,196500,0.345979056
2020-03-13,FRANCA,3516200,355901,0.324738173
2020-03-13,FRANCISCO MORATO,3516309,177633,0.340279924
2020-03-13,FRANCO DA ROCHA,3516408,156492,0.344202174
2020-03-13,GUARATINGUETÁ,3518404,122505,0.391399649
2020-03-13,GUARUJÁ,3518701,322750,0.373576242
2020-03-13,GUARULHOS,3518800,1392121,0.324256415
2020-03-13,HORTOLÂNDIA,3519071,234259,0.35819167
2020-03-13,IBIÚNA,3519709,79479,0.461043603
2020-03-13,INDAIATUBA,3520509,256223,0.3595602
2020-03-13,ITANHAÉM,3522109,103102,0.436281472
2020-03-13,ITAPECERICA DA SERRA,3522208,177662,0.387717084
2020-03-13,ITAPETININGA,3522307,165526,0.366235852
2020-03-13,ITAPEVA,3522406,94804,0.374260829
2020-03-13,ITAPEVI,3522505,240961,0.343162079
2020-03-13,ITAPIRA,3522604,75234,0.401397809
2020-03-13,ITAQUAQUECETUBA,3523107,375011,0.379228312
2020-03-13,ITATIBA,3523404,122581,0.327519059
2020-03-13,ITU,3523909,175568,0.33799464
2020-03-13,JABOTICABAL,3524303,77652,0.350494
2020-03-13,JACAREÍ,3524402,235416,0.352918268
2020-03-13,JANDIRA,3525003,126356,0.317556707
2020-03-13,JAÚ,3525300,151881,0.356870553
2020-03-13,JUNDIAÍ,3525904,423006,0.290301944
2020-03-13,LEME,3526704,104346,0.445035225
2020-03-13,LIMEIRA,3526902,308482,0.307689225
2020-03-13,LINS,3527108,78503,0.360391804
2020-03-13,LORENA,3527207,89125,0.486038394
2020-03-13,MAIRIPORÃ,3528502,101937,0.400387241
2020-03-13,MARÍLIA,3529005,240590,0.304389002
2020-03-13,MATÃO,3529302,83626,0.353191816
2020-03-13,MAUÁ,3529401,477552,0.321947882
2020-03-13,MOGI DAS CRUZES,3530607,450785,0.33628843
2020-03-13,MOGI GUAÇU,3530706,153033,0.368270492
2020-03-13,MOGI MIRIM,3530805,93650,0.392488835
2020-03-13,OSASCO,3534401,699944,0.296180826
2020-03-13,OURINHOS,3534708,114352,0.332940539
2020-03-13,PAULÍNIA,3536505,112003,0.335955626
2020-03-13,PINDAMONHANGABA,3538006,170132,0.419170182
2020-03-13,PIRACICABA,3538709,407252,0.307631572
2020-03-13,PIRASSUNUNGA,3539301,76877,0.441790196
2020-03-13,POÁ,3539806,118349,0.359228393
2020-03-13,PRAIA GRANDE,3541000,330845,0.361202138
2020-03-13,PRESIDENTE PRUDENTE,3541406,230371,0.279114815
2020-03-13,RIBEIRÃO PIRES,3543303,124159,0.384761262
2020-03-13,RIBEIRÃO PRETO,3543402,711825,0.283268423
2020-03-13,RIO CLARO,3543907,208008,0.356132582
2020-03-13,SALTO,3545209,119736,0.345811434
2020-03-13,SANTA BÁRBARA D'OESTE,3545803,194390,0.322782481
2020-03-13,SANTANA DE PARNAÍBA,3547304,142301,0.342937876
2020-03-13,SANTO ANDRÉ,3547809,721368,0.286310878
2020-03-13,SANTOS,3548500,433656,0.291684771
2020-03-13,SÃO BERNARDO DO CAMPO,3548708,844483,0.303482787
2020-03-13,SÃO CAETANO DO SUL,3548807,161957,0.281961471
2020-03-13,SÃO CARLOS,3548906,254484,0.338582677
2020-03-13,SÃO JOÃO DA BOA VISTA,3549102,91771,0.404187321
2020-03-13,SÃO JOSÉ DO RIO PRETO,3549805,464983,0.281962426
2020-03-13,SÃO JOSÉ DOS CAMPOS,3549904,729737,0.337298118
2020-03-13,SÃO PAULO,3550308,12325232,0.287367895
2020-03-13,SÃO ROQUE,3550605,92060,0.374721208
2020-03-13,SÃO SEBASTIÃO,3550704,90328,0.467250122
2020-03-13,SÃO VICENTE,3551009,368355,0.375843083
2020-03-13,SERTÃOZINHO,3551702,127142,0.400928343
2020-03-13,SOROCABA,3552205,687357,0.298509434
2020-03-13,SUMARÉ,3552403,286211,0.328062945
2020-03-13,SUZANO,3552502,300559,0.362431158
2020-03-13,TABOÃO DA SERRA,3552809,293652,0.307376634
2020-03-13,TATUÍ,3554003,122967,0.357111619
2020-03-13,TAUBATÉ,3554102,317915,0.362638984
2020-03-13,UBATUBA,3555406,91824,0.471988729
2020-03-13,VALINHOS,3556206,131210,0.320611582
2020-03-13,VÁRZEA PAULISTA,3556503,123071,0.325224258
2020-03-13,VINHEDO,3556701,80111,0.364208633
2020-03-13,VOTORANTIM,3557006,123599,0.339219521
2020-03-13,VOTUPORANGA,3557105,95338,0.446055387
2020-03-17,AMERICANA,3501608,242018,0.394327797
2020-03-17,AMPARO,3501905,72677,0.446172292
2020-03-17,ARAÇATUBA,3502804,198129,0.362737457
2020-03-17,ARARAQUARA,3503208,238339,0.349054356
2020-03-17,ARARAS,3503307,135506,0.416444708
2020-03-17,ARUJÁ,3503901,91157,0.404844291
2020-03-17,ASSIS,3504008,105087,0.399675151
2020-03-17,ATIBAIA,3504107,144088,0.412803863
2020-03-17,AVARÉ,3504503,91232,0.417571866
2020-03-17,BARRETOS,3505500,122833,0.441144842
2020-03-17,BARUERI,3505708,276982,0.344927888
2020-03-17,BAURU,3506003,379297,0.348368739
2020-03-17,BEBEDOURO,3506102,77555,0.51433121
2020-03-17,BIRIGUI,3506508,124883,0.426716738
2020-03-17,BOTUCATU,3507506,148130,0.390515401
2020-03-17,BRAGANÇA PAULISTA,3507605,170533,0.382275771
2020-03-17,CAÇAPAVA,3508504,95018,0.483299199
2020-03-17,CAIEIRAS,3509007,102775,0.403909749
2020-03-17,CAJAMAR,3509205,77934,0.447011152
2020-03-17,CAMPINAS,3509502,1213792,0.380808952
2020-03-17,CAMPO LIMPO PAULISTA,3509601,85541,0.406321126
2020-03-17,CARAGUATATUBA,3510500,123389,0.476342207
2020-03-17,CARAPICUÍBA,3510609,403183,0.373953392
2020-03-17,CATANDUVA,3511102,122497,0.369788449
2020-03-17,COTIA,3513009,253608,0.422197689
2020-03-17,CRUZEIRO,3513405,82571,0.5413845
2020-03-17,CUBATÃO,3513504,131626,0.370380261
2020-03-17,DIADEMA,3513801,426757,0.392188186
2020-03-17,EMBU DAS ARTES,3515004,276535,0.406446974
2020-03-17,ESTADO DE SÃO PAULO,35,46289333,0.38
2020-03-17,FERRAZ DE VASCONCELOS,3515707,196500,0.354472375
2020-03-17,FRANCA,3516200,355901,0.361821148
2020-03-17,FRANCISCO MORATO,3516309,177633,0.385865822
2020-03-17,FRANCO DA ROCHA,3516408,156492,0.403290061
2020-03-17,GUARATINGUETÁ,3518404,122505,0.445941924
2020-03-17,GUARUJÁ,3518701,322750,0.430040914
2020-03-17,GUARULHOS,3518800,1392121,0.378645906
2020-03-17,HORTOLÂNDIA,3519071,234259,0.403682179
2020-03-17,IBIÚNA,3519709,79479,0.51143587
2020-03-17,INDAIATUBA,3520509,256223,0.407186114
2020-03-17,ITANHAÉM,3522109,103102,0.498398006
2020-03-17,ITAPECERICA DA SERRA,3522208,177662,0.440206987
2020-03-17,ITAPETININGA,3522307,165526,0.423011447
2020-03-17,ITAPEVA,3522406,94804,0.412287769
2020-03-17,ITAPEVI,3522505,240961,0.394489492
2020-03-17,ITAPIRA,3522604,75234,0.443245055
2020-03-17,ITAQUAQUECETUBA,3523107,375011,0.426633843
2020-03-17,ITATIBA,3523404,122581,0.365778242
2020-03-17,ITU,3523909,175568,0.391447713
2020-03-17,JABOTICABAL,3524303,77652,0.411259967
2020-03-17,JACAREÍ,3524402,235416,0.410299139
